ID,ID,naam,omschrijving,kleur,maat,leeftijd,categorie,afbeeldingproduct,productactief,toegevoegdop,toegevoegdop
12781,12781,Leggings,Met voeten,Diverse ,122-128,,16,/winkel/foto/Leggings_443908646.jpg,0,2017-10-17 19:46:13,2017-10-17 19:46:13
12782,12782,Leggings,Zonder voetjes,Grijs,116-122,,16,/winkel/foto/Leggings_1530336528.jpg,0,2017-10-17 19:47:37,2017-10-17 19:47:37
12783,12783,Leggings,Met voetjes ,Roze en grijs,116-122,,16,/winkel/foto/Leggings_1820905687.jpg,0,2017-10-17 19:48:33,2017-10-17 19:48:33
12784,12784,Leggings, Met voetjes,Diverse ,134-140,,16,/winkel/foto/Leggings_1359473680.jpg,0,2017-10-17 19:50:04,2017-10-17 19:50:04
12785,12785,Kleding pakket,Rokjes,Diverse ,104,,16,/winkel/foto/Kleding pakket_106933106.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12786,12786,Kleding pakket,1 x lange broek 1 x rokje,Diverse ,134,,16,/winkel/foto/Kleding pakket_1279570962.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12787,12787,Kleding zetje,1 x lange broek 1 x shirt,Wit en roze,152,,16,/winkel/foto/Kleding zetje_864267347.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12788,12788,Kleding zetje,1 x legging 1 x jurkje,Roze grijs,128,,16,/winkel/foto/Kleding zetje_1714292709.jpg,0,2017-10-17 19:57:46,2017-10-17 19:57:46
12789,12789,Piama,,Roze,128-134,,16,/winkel/foto/Piama_1583616585.jpg,0,2017-10-17 20:15:38,2017-10-17 20:15:38
12790,12790,Piama,Van nemo,Roze,104-110,,16,/winkel/foto/Piama_1722474797.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12791,12791,Jumpsuit,Met haltertop en korte broek,Blauw,140,,16,/winkel/foto/Jumpsuit_669324102.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12792,12792,Kleding pakket,1 x vest 1 x jurkje 1 x halter shirt,Blauw en zwart,140,,16,/winkel/foto/Kleding pakket_466294307.jpg,0,2017-10-18 12:33:57,2017-10-18 12:33:57
12793,12793,Jumpsuit,Sluit met knopen,Zwart en wit,152,,16,/winkel/foto/Jumpsuit_273838424.jpg,0,2017-10-18 12:35:24,2017-10-18 12:35:24
12794,12794,Kleding pakket,1 x broek 1 x legging,Diverse ,146,,16,/winkel/foto/Kleding pakket_1582504126.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12796,12796,Sjaal,Grote breden sjaal,Roze,,,18,/winkel/foto/Sjaal_2051627868.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12797,12797,Broeken ,2 x lange broek,Blauw,158,,15,/winkel/foto/Broeken _1270491673.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12798,12798,Shirts,2 x korte mouwen shirt 1 x polo met korte mouwen,Diverse ,152,,15,/winkel/foto/Shirts_1137399876.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12799,12799,Broek,1 x spijkerbroek ,Diverse ,152,,15,/winkel/foto/Broek_359179759.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12800,12800,Vest,1 x vest,Diverse ,170-176,,15,/winkel/foto/Vest_746429763.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12801,12801,Zwembroek,1 x zwembroek,Rood,152,,15,/winkel/foto/Zwembroek_1264749506.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12802,12802,Shirts,3 x shirt,Diverse ,158-164,,16,/winkel/foto/Shirts_1063849256.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12803,12803,Broek ,1 x broek,Diverse ,146,,15,/winkel/foto/Broek _820876719.jpg,0,2017-10-18 13:08:00,2017-10-18 13:08:00
12804,12804,Shirts,1 x shirt 1 x hempje,Roze,146-152,,16,/winkel/foto/Shirts_1080262349.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12805,12805,Broeken,1 x korte broek 1 x 3 kwarts broek,Diverse ,158,,16,/winkel/foto/Broeken_1868226299.jpg,0,2017-10-18 13:11:14,2017-10-18 13:11:14
12806,12806,Shirts,4 x shirt,Diverse ,158-164,,16,/winkel/foto/Shirts_1395936846.jpg,0,2017-10-18 13:12:55,2017-10-18 13:12:55
12807,12807,Broeken,2 x jogginbroek kort,Paars en grijs ,146-152,,16,/winkel/foto/Broeken_576844910.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12808,12808,Sjaals,3 x kindersjaal,Geel & blauw & roze,,,16,/winkel/foto/Sjaals_435314979.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12809,12809,Shirts,3 x shirt ,Diverse ,158-164,,16,/winkel/foto/Shirts_1735406578.jpg,0,2017-10-18 13:20:05,2017-10-18 13:20:05
12810,12810,Kleding zetje,1 x shirt met crop top er op,Diverse ,158-164,,16,/winkel/foto/Kleding zetje_1665597613.jpg,0,2017-10-18 13:21:41,2017-10-18 13:21:41
12811,12811,Majos,2 x majo met voeten,Zwart en paars ,152-158,,16,/winkel/foto/Majos_731650725.jpg,0,2017-10-18 13:42:20,2017-10-18 13:42:20
12812,12812,Kleding zetje,1 x shirt 1 x crop top met capuchon ,Diverse ,158-164,,16,/winkel/foto/Kleding zetje_495127030.jpg,0,2017-10-18 13:44:28,2017-10-18 13:44:28
12813,12813,Water37,,Zwart-roze,36-37,,37,/winkel/foto/Water37_406855261.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12814,12814,Kleding pakket,1 x vest 1 x sjaaltje,Diverse ,164-152,,16,/winkel/foto/Kleding pakket_2114304789.jpg,0,2017-10-18 13:47:10,2017-10-18 13:47:10
12815,12815,Shirts,1 x korte mouwen 1 x lange mouwen,Diverse ,170-176,,16,/winkel/foto/Shirts_696992570.jpg,0,2017-10-18 13:48:44,2017-10-18 13:48:44
12816,12816,Beenwarmers,,Zwart-grijs,,,16,/winkel/foto/Beenwarmers_1601430736.jpg,0,2017-10-18 13:49:35,2017-10-18 13:49:35
12817,12817,Riemen ,2 x 105 cm 1 x 95 cm,Roze & baige& zilver glitter ,,,16,/winkel/foto/Riemen _1734774466.jpg,0,2017-10-18 13:51:12,2017-10-18 13:51:12
12818,12818,Kleding pakket,1 x spijkerbroek 1 x jurkje 1 x spoorboekje ,Diverse ,116,,16,/winkel/foto/Kleding pakket_2140215655.jpg,0,2017-10-18 13:53:02,2017-10-18 13:53:02
12819,12819,Kleding zetje,1 x rok 1 x shirt 1 x trui ,Diverse ,122,,16,/winkel/foto/Kleding zetje_1024243551.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12820,12820,Shirts,2 x shirts waarvan 1 met col,Diverse ,122-128,,16,/winkel/foto/Shirts_1245464507.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12821,12821,Kleding zetje,1 x rok 1 x shirt,Diverse ,128-134,,16,/winkel/foto/Kleding zetje_1393955967.jpg,0,2017-10-18 13:57:38,2017-10-18 13:57:38
12822,12822,Dvd,4 x dvd,Diverse ,,,38,/winkel/foto/Dvd_1179184219.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12823,12823,Dvd,4 x dvd,Diverse ,,,38,/winkel/foto/Dvd_583115051.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12824,12824,Dvd,3 x dvd,Diverse ,,,38,/winkel/foto/Dvd_390206577.jpg,0,2017-10-18 15:33:32,2017-10-18 15:33:32
12825,12825,Speelding,"Opent alsnje de klok op 12 uur zet, blokjes zitten er bij",Diverse ,,,33,/winkel/foto/Speelding_1952782791.jpg,0,2017-10-18 15:35:03,2017-10-18 15:35:03
12826,12826,Domino,Doos met dominostenen ,Diverse ,,6+,37,/winkel/foto/Domino_1590574289.jpg,0,2017-10-18 15:37:16,2017-10-18 15:37:16
12827,12827,Popje,1 x popje ,Diverse ,,,33,/winkel/foto/Popje_1402587098.jpg,0,2017-10-18 15:38:04,2017-10-18 15:38:04
12828,12828,Houten aankleedpop,Aankleedpop van houd met touw en allerij asseswares,Diverse ,,,33,/winkel/foto/Houten aankleedpop_1368938422.jpg,0,2017-10-18 15:39:25,2017-10-18 15:39:25
12829,12829,Speelding,Om aan de box te maken,Diverse ,,,33,/winkel/foto/Speelding_751976749.jpg,0,2017-10-18 15:40:08,2017-10-18 15:40:08
12830,12830,Jurkje ,1 x jurk ,,110,,16,/winkel/foto/Jurkje _1285048581.jpg,0,2017-10-18 15:41:39,2017-10-18 15:41:39
12831,12831,Majos,2 x zonder voet 1 x met voet,Diverse ,104-110,,16,/winkel/foto/Majos_1410763067.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12832,12832,Majos,2 x met voet,Rood en zwart,98- 104,,16,/winkel/foto/Majos_1644784160.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12833,12833,Tasje,Handtasje kinderen,Zwart,,,16,/winkel/foto/Tasje_1792928896.jpg,0,2017-10-18 15:48:34,2017-10-18 15:48:34
12834,12834,37,,Zwart,39,,37,/winkel/foto/37_2012110552.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12835,12835,37 ,Gym37,Diverse ,34,,37,/winkel/foto/37 _700952910.jpg,0,2017-10-18 15:51:10,2017-10-18 15:51:10
12836,12836,37,,Blauw,35,,37,/winkel/foto/37_671685323.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12837,12837,Picknick tas,Picknick tas met koeltas in 1 ,Rood,,,7,/winkel/foto/Picknick tas_1901293902.jpg,0,2017-10-18 15:53:44,2017-10-18 15:53:44
12838,12838,Bodywarmer,,Groen ,,6,36,/winkel/foto/Bodywarmer_1542020214.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12839,12839,Huispak,Onsie huispak,Roze,146-152,,16,/winkel/foto/Huispak_970621227.jpg,0,2017-10-18 15:56:04,2017-10-18 15:56:04
12840,12840,Badminton rekkets,2 rekkets om te badmintonnen met hoes,Diverse ,,,33,/winkel/foto/Badminton rekkets_1696420229.jpg,0,2017-10-18 15:58:03,2017-10-18 15:58:03
12841,12841,Tennis recket,1 x tennisrecket met beschermhoes,Diverse ,,,33,/winkel/foto/Tennis recket_1429614888.jpg,0,2017-10-18 15:59:00,2017-10-18 15:59:00
12842,12842,Plankbeugels,2 x plangbeugel,Groen,,,7,/winkel/foto/Plankbeugels_859283278.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12843,12843,Schild ,Speelschild indiaan,Diverse ,,,33,/winkel/foto/Schild _1616126914.jpg,0,2017-12-19 20:40:14,2017-12-19 20:40:14
12844,12844,Flessenwarmer,,Wit,,,34,/winkel/foto/Flessenwarmer_708750896.jpg,0,2017-10-18 16:03:01,2017-10-18 16:03:01
12845,12845,Shirts,3 x shirts hempjes,Wit en groen ,128,,16,/winkel/foto/Shirts_1188059455.jpg,1,2017-12-19 20:40:14,2017-12-19 20:40:14
12846,12846,Kleding pakket ,1 x korte broek 1 x blouse 1 x shirt,Diverse ,128,,16,/winkel/foto/Kleding pakket _33708459.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12847,12847,Broeken,3 x broek lang ,Diverse ,116,,16,/winkel/foto/Broeken_1651123215.jpg,0,2017-10-19 12:43:32,2017-10-19 12:43:32
12848,12848,Kleding pakket,1 x lange broeg 1 x jurkje 1 x shirt,Diverse ,116,,16,/winkel/foto/Kleding pakket_1228961672.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12849,12849,Kleding pakket,1 x vest 2 x col shirt,Diverse ,110-116,,16,/winkel/foto/Kleding pakket_1568775791.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12850,12850,Kleding zetje,Legging en rokje,Diverse ,110-116,,16,/winkel/foto/Kleding zetje_1755626866.jpg,0,2017-10-19 12:54:39,2017-10-19 12:54:39
12851,12851,Hemden,2 x hemd,Diverse ,110-116,,16,/winkel/foto/Hemden_972253072.jpg,0,2017-10-19 12:55:59,2017-10-19 12:55:59
12852,12852,Shirts,2 x korte mouwen 2 x lange mouwen,Diverse ,122-128,,16,/winkel/foto/Shirts_1730989345.jpg,0,2017-10-19 12:58:12,2017-10-19 12:58:12
12853,12853,Broek,2 x jogginbroek,Blauw,122-128,,16,/winkel/foto/Broek_627183128.jpg,0,2017-10-19 12:59:50,2017-10-19 12:59:50
12854,12854,Kleding zetje,Legging en rokje,Diverse ,104-110,,16,/winkel/foto/Kleding zetje_256451182.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12855,12855,Shirts,1 x lange mouwen 1 x korte mouwen,Zwart en roze,134-140,,16,/winkel/foto/Shirts_1132740982.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12856,12856,Kleding zetje,1 x joggingbroek 1 x shirt,Diverse ,152-1581,,16,/winkel/foto/Kleding zetje_113488649.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12857,12857,Shirt,1 x shirt ,Paars,140-146,,16,/winkel/foto/Shirt_2099244809.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12858,12858,Kleding pakket,2 x hemd 1 x shirt,Wit en paars,146-152,,16,/winkel/foto/Kleding pakket_1879740025.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12859,12859,Trui,1 x trui,Grijs ,128-134,,16,/winkel/foto/Trui_1096416886.jpg,0,2017-10-19 13:11:31,2017-10-19 13:11:31
12860,12860,Kleding pakket,1 x trui 1 x hemd ,Diverse ,158-164,,16,/winkel/foto/Kleding pakket_1586249756.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12861,12861,Jas,1 x dun jasje,Diverse ,122-128,,36,/winkel/foto/Jas_2118290046.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12862,12862,Kleding pakket,1 x jurk 1 x shirt 1 x joggingbroek ,Diverse ,98- 104,,16,/winkel/foto/Kleding pakket_1411928604.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12863,12863,Jurk,1 x jurk,Bauw-oranje,110-116,,16,/winkel/foto/Jurk_487213062.jpg,0,2017-10-19 13:17:25,2017-10-19 13:17:25
12864,12864,Kleding pakket,1 x jurkje 1 x lange mouwen shirt 1 x korte mouwen shirt,Diverse ,98- 104,,16,/winkel/foto/Kleding pakket_1615068027.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12865,12865,Kleding pakket,1 x korte broek 1 x trui 1 x lange mouwen 1 x korte mouwen ,Diverse ,122-128,,16,/winkel/foto/Kleding pakket_1011408821.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12866,12866,Kleding pakket,1 x hemd 1 x col shirt lange mouwen 2 x lange mouwen shirt,Diverse ,110-116,,16,/winkel/foto/Kleding pakket_1680488060.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12867,12867,3 x shirt,3 x shirt,Diverse ,,116,16,/winkel/foto/3 x shirt_688916735.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12868,12868,Kleding pakket,1 x rok en 1 x lange broek,Diverse ,116,,16,/winkel/foto/Kleding pakket_1628886768.jpg,0,2017-10-19 13:30:17,2017-10-19 13:30:17
12869,12869,Kleding pakket,1 x blouse 1 x shirt,Roze,116,,16,/winkel/foto/Kleding pakket_1579455005.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12870,12870,Kleding zetje,Lange blouse en legging,Diverse ,110,,16,/winkel/foto/Kleding zetje_1911771241.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12871,12871,Trui,2 x coltrui,Diverse ,104,,16,/winkel/foto/Trui_1075194433.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12872,12872,Kleding zetje,1 x romoper 1 x broekje,Grijs en wit,98- 104,,16,/winkel/foto/Kleding zetje_1920819912.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12873,12873,Kleding pakket,2 x rokje 1 x legging zonder voeten,Diverse ,98- 104,,16,/winkel/foto/Kleding pakket_809655013.jpg,0,2017-10-19 13:45:58,2017-10-19 13:45:58
12874,12874,Kleding pakket,3 x shirt waarvan 1 een crop top met korte mouwen,Diverse ,98- 104,,16,/winkel/foto/Kleding pakket_853716311.jpg,0,2017-10-19 13:47:49,2017-10-19 13:47:49
12875,12875,Gympak,1 x gympak,Roze,110,,16,/winkel/foto/Gympak_1368600668.jpg,0,2017-10-19 13:51:37,2017-10-19 13:51:37
12876,12876,Shirts,1 x korte mouwen 1 x lange mouwen,Diverse ,104,,16,/winkel/foto/Shirts_1097104494.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12877,12877,Shirts,2 x korte mouwen 1 x lange mouwen ,Diverse ,98- 104,,16,/winkel/foto/Shirts_909916655.jpg,0,2017-10-20 12:35:45,2017-10-20 12:35:45
12878,12878,Shirts,2 x lange mouwen 1 x korte mouwen,Diverse ,98- 104,,16,/winkel/foto/Shirts_1952851782.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12879,12879,Shirts,4 x korte mouwen,Diverse ,98- 104,,16,/winkel/foto/Shirts_294114339.jpg,0,2017-10-20 12:39:47,2017-10-20 12:39:47
12880,12880,Shirts,2 x lange mouwen 1 x korte mouwen 1 x hemd,Diverse ,98- 104,,16,/winkel/foto/Shirts_19009.jpg,0,2017-10-20 12:41:45,2017-10-20 12:41:45
12881,12881,Joggingpak,2 delig,Roze,Staat 2 jaar in maar denk zwlf eerder 98-104,,16,/winkel/foto/Joggingpak_678709510.jpg,0,2017-10-20 12:44:16,2017-10-20 12:44:16
12882,12882,Broeken,2 x broeken,Diverse ,98- 104,,16,/winkel/foto/Broeken_51506819.jpg,0,2017-10-20 12:46:42,2017-10-20 12:46:42
12883,12883,Rok,2 x rokjes ,Diverse ,98- 104,,16,/winkel/foto/Rok_7166936.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12884,12884,Zwempak,Van barbie,Diverse ,86,,16,/winkel/foto/Zwempak_1598458255.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12885,12885,Huispak,Met rits 1 geheel,Roze en blauw,98- 104,,16,/winkel/foto/Huispak_2069014260.jpg,0,2017-10-20 12:50:21,2017-10-20 12:50:21
12886,12886,Zwempak,Meg bloemen,Diverse ,80-86,,16,/winkel/foto/Zwempak_1526474422.jpg,0,2017-10-20 12:51:51,2017-10-20 12:51:51
12887,12887,Sjaal met mutsje,Kinder sjaal en muts,Wit en zwart,,,7,/winkel/foto/Sjaal met mutsje_852942666.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12888,12888,Jurk,1 x jurk,Wit,152-158,,16,/winkel/foto/Jurk_452161401.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12889,12889,Broeken ,Stukken knieen hoort bij de broeken,Blauw ,110,,15,/winkel/foto/Broeken _1847452464.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12890,12890,Trui ,2 x trui ,Diverse ,110-116,,15,/winkel/foto/Trui _1261995837.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12891,12891,Kleding zetje,1 x broek 1 x shirt,Diverse ,116,,15,/winkel/foto/Kleding zetje_446380018.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12892,12892,Shirts,2 x shirt ,Diverse ,110-116,,15,/winkel/foto/Shirts_879286805.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12893,12893,Huispak,2 delig,Grijs,110-116,,15,/winkel/foto/Huispak_641190665.jpg,0,2017-10-20 13:06:29,2017-10-20 13:06:29
12894,12894,Zwembroek,Cars,Blauw ,110,,15,/winkel/foto/Zwembroek_1811242084.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12895,12895,Jas,Spijkerjasje,Diverse ,122-128,,36,/winkel/foto/Jas_1848465068.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12896,12896,Sokken,,Diverse ,,1 tor 1.5 jaar,15,/winkel/foto/Sokken_626682974.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12897,12897,Sokken,4 x,Diverse ,,2 jaar,15,/winkel/foto/Sokken_648664953.jpg,0,2017-10-20 13:11:06,2017-10-20 13:11:06
12910,12910,Sport broek ,1 x sport broek of jogging broek,Zwart,176,,16,/winkel/foto/Sport broek _2067606229.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12911,12911,Kleding pakket,1 x lange mouwen shirt 1 x hempje 1 x joggingbroek 1 x trui ,Diverse ,104,,16,/winkel/foto/Kleding pakket_1061550231.jpg,0,2017-10-20 13:47:14,2017-10-20 13:47:14
12912,12912,Slippers,Teenslippers,Paars,36-37,,37,/winkel/foto/Slippers_1342922309.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12913,12913,Sandalen,1 x sandalen,Diverse ,30,,37,/winkel/foto/Sandalen_1562105301.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12914,12914,Gympen ,Met bladeren er op,Diverse ,30,,37,/winkel/foto/Gympen _252425957.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12915,12915,Kleding zetje,1 x bollero 1 x jurk 1 x majo 1 x rok,Diverse ,110-116,,16,/winkel/foto/Kleding zetje_1871860310.jpg,0,2017-10-20 13:57:54,2017-10-20 13:57:54
12916,12916,Kleding pakket,2 x shirt 1 x lange 1 x korte mouwen 1 x rok,Roze ,104-110,,16,/winkel/foto/Kleding pakket_2003241213.jpg,0,2017-10-20 14:00:14,2017-10-20 14:00:14
12917,12917,Shirts,3 x shirt ,Diverse ,110-116,,16,/winkel/foto/Shirts_1219939093.jpg,0,2017-10-20 14:01:27,2017-10-20 14:01:27
12918,12918,Kleding zetje,1 x majo 1 x jurk 1 x hemd ,Diverse ,110-116,,16,/winkel/foto/Kleding zetje_352479716.jpg,0,2017-10-20 14:03:02,2017-10-20 14:03:02
12919,12919,Kleding zetje,Vest en majo,Diverse ,128-134,,16,/winkel/foto/Kleding zetje_480786515.jpg,0,2017-10-20 14:04:15,2017-10-20 14:04:15
12920,12920,Kleding zetje,1 x shirt 1 x rok,Diverse ,98,,16,/winkel/foto/Kleding zetje_29479377.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12921,12921,Rok,1 x rok,Blauw,158-164,,16,/winkel/foto/Rok_2011991072.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12922,12922,Kleding zetje,1 x halter top 1 x broek,Rood en wit,98,,16,/winkel/foto/Kleding zetje_1703234117.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12923,12923,Kleding pakket,1 x vest 1 x trui ,Diverse ,92,,16,/winkel/foto/Kleding pakket_1383259619.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12924,12924,Kleding zetje,1 x jurk 1 x rok,Diverse ,92,,16,/winkel/foto/Kleding zetje_1132181415.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12925,12925,Broek,1 x broek,Blauw,146-152,,16,/winkel/foto/Broek_1325236288.jpg,0,2017-10-20 14:12:35,2017-10-20 14:12:35
12926,12926,Kleding zetje,1 x rok 1 x vest,Wit en blauw,74,,16,/winkel/foto/Kleding zetje_859201200.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12927,12927,Kleding zetje,1 x trui 1 x majo,Wit en blauw,68,,16,/winkel/foto/Kleding zetje_1293558874.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12928,12928,Kleding pakket,1 x browk 1 x legging,Roze en blauw,86,,16,/winkel/foto/Kleding pakket_479065466.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12929,12929,Shirts,2 x shirt,Diverse ,62,,16,/winkel/foto/Shirts_400482740.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12930,12930,Kleding pakket,1 x rok 1 x korte broek,Diverse ,92-98,,16,/winkel/foto/Kleding pakket_1106678464.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12931,12931,Shirts,4 x shirt,Diverse ,92-98,,16,/winkel/foto/Shirts_1377288964.jpg,0,2017-10-20 14:19:32,2017-10-20 14:19:32
12932,12932,Kopjes,Espresso kopjes,Wit-grijs,,,38,/winkel/foto/Kopjes_1246987744.jpg,0,2017-10-20 14:23:12,2017-10-20 14:23:12
12933,12933,Servette houder,Om servette in te doen,Zwart-wit,,,38,/winkel/foto/Servette houder_2015001084.jpg,0,2017-10-20 14:24:44,2017-10-20 14:24:44
12934,12934,Melkbeker,1 melk beker,Diverse ,,,38,/winkel/foto/Melkbeker_1785954590.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12935,12935,Kleinigheidje ,Van alle meiden op een babyshouwer gekregen om aan jullie te mogen verloten. Dus gewoom een kleinigheidje met allerij 33 dingetjes,Diverse ,,,Sponsorloting,/winkel/foto/Kleinigheidje _1717080255.jpg,0,2017-10-20 14:47:42,2017-10-20 14:47:42
12936,12936,Kleinigheidje ,Van alle meiden op een babyshouwer gekregen om aan jullie te mogen verloten. Dus gewoom een kleinigheidje met allerij 33 dingetjes,Diverse ,,,Sponsorloting,/winkel/foto/Kleinigheidje _1622744136.jpg,0,2017-10-20 14:49:13,2017-10-20 14:49:13
12937,12937,Kleding zetje,3 x jurk,Diverse ,122-128,,16,/winkel/foto/Kleding zetje_115730782.jpg,0,2017-10-23 12:59:18,2017-10-23 12:59:18
12938,12938,Kleding pakket,1 x hemd 1 x vest 3 x korte mouwen shirt,Diverse ,122-128,,16,/winkel/foto/Kleding pakket_8498317.jpg,0,2017-10-23 13:04:12,2017-10-23 13:04:12
12939,12939,Kleding zetje,1 x lang schirt 1 x vest 1 x rokje 1 x shirt ,Diverse ,110-116,,16,/winkel/foto/Kleding zetje_1154410040.jpg,0,2017-10-23 13:06:14,2017-10-23 13:06:14
12940,12940,Kleding zetje,1 x rok 1 x shirt 1 x hemd ,Roze ,104-110,,16,/winkel/foto/Kleding zetje_1094148099.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12941,12941,Kleding zetje,1 x shirt 1 x rokje,Diverse ,98- 104,,16,/winkel/foto/Kleding zetje_246612908.jpg,1,2017-12-23 12:31:03,2017-12-23 12:31:03
12942,12942,Topjes,2 x spagetti bandjes,Diverse ,170-176,,16,/winkel/foto/Topjes_1933929875.jpg,0,2017-10-23 13:15:58,2017-10-23 13:15:58
12943,12943,Shirts,1 x spagettibandjes 1 x korte mouwen ,Roze en rood/roze,134-140,,16,/winkel/foto/Shirts_2135517836.jpg,0,2017-12-23 12:31:03,2017-12-23 12:31:03
12944,12944,Kleding zetje,1 x rokje 1 x korte mouwen shirt,Diverse ,116-122,,16,/winkel/foto/Kleding zetje_1599292143.jpg,1,2017-12-27 23:17:40,2017-12-27 23:17:40
12945,12945,Kleding pakket,1 x rok 2 x broeken,Diverse ,116,,16,/winkel/foto/Kleding pakket_1946956464.jpg,0,2017-12-27 23:17:40,2017-12-27 23:17:40
12946,12946,Broeken,1 x spijker 1 x harem 1 x stoffen broeken ,Diverse ,116,,16,/winkel/foto/Broeken_835614032.jpg,0,2017-12-27 23:17:40,2017-12-27 23:17:40
12947,12947,Kleding pakket ,1 x tok 1 x lange broek 1 x jurk blouse,Diverse ,122,,16,/winkel/foto/Kleding pakket _279808320.jpg,0,2017-10-23 13:47:31,2017-10-23 13:47:31
12948,12948,Kleding zetje,1 x rok 1 x shirt,Oranje en zwart,128,,16,/winkel/foto/Kleding zetje_146394536.jpg,0,2017-10-23 13:49:12,2017-10-23 13:49:12
12949,12949,Shirts,1 x lange mouwen 1 x hemd,Roze en groen,110,,16,/winkel/foto/Shirts_1580265884.jpg,1,2017-12-27 23:17:40,2017-12-27 23:17:40
